Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.439,39.879,40.238,40.508,40.698,40.822,40.904,40.975,41.061,41.178,41.343,41.567,41.836,42.135,42.451,42.759,43.028,43.242,43.391,43.479,43.515,43.521,43.527,43.56,43.637,43.772,43.975,44.235,44.541,44.887,45.261,45.647,46.033,46.41,46.772,47.123,47.47,47.826,48.194,48.572,48.946,49.295,49.61,49.889,50.143,50.387,50.641,50.934,51.292,51.738,52.31,53.043,53.931,54.949,56.062,57.206,58.309,59.309,60.163,
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.432,45.132,45.834,46.531,47.214,47.868,48.476,49.032,49.536,49.99,50.404,50.788,51.16,51.539,51.935,52.358,52.817,53.306,53.82,54.357,54.913,55.486,56.066,56.643,57.204,57.735,58.226,58.671,59.065,59.405,59.688,59.914,60.092,60.231,60.341,60.426,60.493,60.545,60.593,60.643,60.706,60.788,60.892,61.018,61.17,61.349,61.552,61.776,62.015,62.266,62.527,62.799,63.079,63.366,63.654,63.936,64.208,64.464,64.704,
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.7452195122,59.7483658537,60.626902439,61.3576585366,61.9349512195,62.3582926829,62.6387073171,62.8153170732,62.9316829268,63.020195122,63.1180487805,63.2533414634,63.4399512195,63.6855365854,63.9999756098,64.3905365854,64.8556341463,65.3724390244,65.9133170732,66.4557804878,66.9653902439,67.4073902439,67.7653658537,68.0376097561,68.2303658537,68.3706829268,68.4993658537,68.6555121951,68.8630243902,69.1240243902,69.4048780488,69.956097561,70.0585365854,70.1073170732,70.1585365854,70.3258536585,70.3229268293,70.4048780488,70.6073170732,70.9609756098,71.6634146341,71.7658536585,71.9658536585,72.121300813,72.2767479675,72.432195122,72.432195122,72.5707317073,72.5707317073,72.8824390244,72.9673170732,73.2668292683,73.8634146341,74.0170731707,74.1943902439,74.3531707317,74.3948780488,74.5146341463,74.4163414634,
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.672,36.934,37.183,37.421,37.655,37.899,38.174,38.494,38.866,39.289,39.756,40.254,40.762,41.262,41.744,42.206,42.649,43.082,43.504,43.912,44.296,44.646,44.954,45.216,45.432,45.606,45.746,45.86,45.957,46.038,46.096,46.121,46.108,46.055,45.969,45.846,45.677,45.479,45.285,45.136,45.09,45.204,45.517,46.052,46.823,47.844,49.118,50.595,52.206,53.888,55.564,57.161,58.629,59.931,61.042,61.953,62.681,63.279,63.798,
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.991,60.515,61.012,61.486,61.943,62.39,62.833,63.277,63.719,64.161,64.595,65.013,65.407,65.775,66.117,66.442,66.761,67.085,67.42,67.766,68.117,68.461,68.788,69.09,69.366,69.621,69.866,70.11,70.358,70.612,70.865,71.106,71.326,71.519,71.687,71.834,71.972,72.11,72.257,72.418,72.594,72.782,72.976,73.17,73.364,73.555,73.744,73.931,74.118,74.305,74.493,74.683,74.877,75.072,75.268,75.461,75.649,75.828,75.997,
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.8936037571,70.3680173824,70.232706802,70.0503873907,70.3132050502,70.3667219118,70.3780704719,70.7143822609,70.1762415741,70.6947644224,70.985479605,71.2911398971,71.3262726177,71.5294473071,72.0795968201,72.6936149275,72.9532043239,73.3494111525,73.4701710664,73.9079407533,73.7524307947,74.1516423728,74.4981547141,74.6202615007,74.7253891178,74.7402450345,74.8013795713,74.9581155978,74.9785416152,75.2262984592,75.4350452733,75.5906183442,75.8269374795,75.6585366566,75.8386419997,75.8606002463,76.2401048508,76.6271935103,76.7828622234,76.8091316392,76.8819963378,77.0824100402,77.1878181357,77.3028107706,77.7244879767,77.7540822503,77.9493926735,78.2395484709,78.3009807986,78.6477282694,78.8094598043,78.9205803714,79.0315168166,79.0422667394,79.1381544431,79.0122080964,78.8774577897,78.8841342856,78.8868905457,
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.483,47.231,47.957,48.656,49.325,49.958,50.554,51.116,51.65,52.163,52.669,53.184,53.714,54.262,54.82,55.369,55.882,56.338,56.731,57.067,57.374,57.69,58.049,58.464,58.933,59.451,60.007,60.556,61.044,61.42,61.608,61.531,61.165,60.516,59.609,58.479,57.179,55.806,54.462,53.231,52.192,51.399,50.862,50.589,50.6,50.931,51.609,52.593,53.817,55.207,56.665,58.085,59.387,60.513,61.425,62.119,62.625,63.021,63.373,
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.6390243902,59.0390243902,59.4390243902,59.887804878,60.3365853659,60.7853658537,61.2341463415,61.6829268293,62.1317073171,62.5804878049,63.0292682927,63.4780487805,63.9268292683,64.3756097561,64.8243902439,65.2731707317,65.7219512195,66.1707317073,66.3036585366,66.4365853659,66.5695121951,66.7024390244,66.9195121951,68.587804878,68.0634146341,68.7658536585,69.0634146341,69.4268292683,69.4536585366,69.0853658537,70.4853658537,70.3585365854,71.6146341463,71.656097561,70.6731707317,72.0097560976,71.9975609756,71.7390243902,74.3756097561,73.8756097561,75.1634146341,74.8317073171,75.1024390244,75.2707317073,75.4707317073,75.7219512195,76.0756097561,76.4780487805,76.6804878049,76.9804878049,77.2591221344,76.6468353788,77.0690703646,77.1762108739,77.2528725957,77.2443035079,76.9615007371,77.1487804878,77.1487804878,
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.053,35.141,35.223,35.298,35.368,35.435,35.501,35.573,35.658,35.76,35.883,36.031,36.203,36.402,36.633,36.905,37.227,37.6,38.02,38.48,38.962,39.45,39.927,40.385,40.821,41.241,41.654,42.079,42.53,43.014,43.538,44.103,44.703,45.33,45.979,46.641,47.307,47.97,48.627,49.279,49.928,50.584,51.256,51.95,52.668,53.411,54.18,54.968,55.764,56.557,57.333,58.081,58.79,59.455,60.07,60.631,61.137,61.599,62.024,
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.976,37.431,37.871,38.291,38.691,39.072,39.442,39.809,40.184,40.569,40.971,41.392,41.829,42.276,42.729,43.187,43.647,44.104,44.547,44.963,45.333,45.637,45.867,46.023,46.106,46.127,46.101,46.048,45.99,45.939,45.9,45.875,45.857,45.845,45.843,45.854,45.88,45.923,45.994,46.103,46.267,46.51,46.835,47.242,47.72,48.252,48.812,49.373,49.913,50.422,50.896,51.346,51.786,52.228,52.672,53.112,53.541,53.95,54.332,
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.998,47.636,48.277,48.92,49.566,50.216,50.874,51.538,52.205,52.868,53.519,54.147,54.744,55.307,55.833,56.319,56.764,57.177,57.57,57.955,58.347,58.757,59.196,59.671,60.189,60.761,61.394,62.079,62.803,63.549,64.293,65.011,65.683,66.297,66.849,67.344,67.798,68.234,68.667,69.1,69.527,69.934,70.308,70.64,70.933,71.195,71.436,71.673,71.915,72.167,72.428,72.692,72.951,73.197,73.429,73.649,73.86,74.068,74.275,
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.3926829268,73.6526829268,73.323902439,73.3370731707,73.7041463415,73.5687804878,73.5129268293,73.8041463415,73.6126829268,73.5395121951,73.5856097561,73.8095121951,73.7270731707,74.143902439,74.5368292683,74.4987804878,74.6470731707,75.2214634146,75.1451219512,75.606097561,75.7431707317,75.9343902439,75.9885365854,76.1641463415,76.2331707317,76.2846341463,76.2704878049,76.7051219512,76.8902439024,76.7341463415,76.8780487805,77,77.2170731707,76.9165853659,77.3751219512,77.4046341463,77.4356097561,77.7943902439,77.8829268293,77.8365853659,77.987804878,78.1902439024,78.2926829268,78.4926829268,79.0951219512,79.3463414634,79.6975609756,80.0975609756,80.2512195122,80.5487804878,80.7024390244,81.2048780488,81.1048780488,81.3048780488,81.7073170732,81.5097560976,81.5609756098,81.7609756098,81.812195122,
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5497560976,73.5504878049,73.4480487805,73.0775609756,73.5958536585,73.7231707317,73.9953658537,74.0665853659,73.9419512195,73.6634146341,74.0880487805,74.1792682927,74.3446341463,74.442195122,74.7536585366,74.8175609756,75.0395121951,75.3868292683,75.4185365854,75.413902439,75.6717073171,75.8690243902,76.0109756098,76.0668292683,76.2243902439,75.9168292683,76.2412195122,76.0817073171,76.2204878049,76.5004878049,76.5373170732,76.9807317073,77.1843902439,77.1517073171,77.6897560976,77.7365853659,78.1504878049,78.1426829268,78.3292682927,78.2829268293,78.6341463415,78.7853658537,78.987804878,79.3902439024,79.8414634146,80.0414634146,80.343902439,80.3951219512,80.5926829268,80.7951219512,80.9975609756,81.2951219512,81.4512195122,81.7512195122,82.1,82.3048780488,82.4073170732,82.6097560976,82.7585365854,
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.583,35.941,36.357,36.828,37.346,37.903,38.487,39.087,39.691,40.291,40.881,41.457,42.024,42.588,43.151,43.718,44.294,44.885,45.493,46.124,46.776,47.45,48.142,48.852,49.577,50.324,51.095,51.891,52.712,53.551,54.404,55.262,56.118,56.964,57.793,58.6,59.383,60.144,60.884,61.6,62.288,62.945,63.57,64.165,64.729,65.264,65.773,66.26,66.727,67.178,67.611,68.028,68.426,68.806,69.168,69.515,69.848,70.169,70.478,
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2365853659,70.9853658537,71.2317073171,71.2804878049,71.3292682927,71.2268292683,71.1243902439,71.4731707317,71.1243902439,71.4731707317,71.2731707317,71.7731707317,71.8292682927,71.6682926829,71.9243902439,72.2195121951,72.4219512195,72.1682926829,73.0195121951,73.0682926829,72.8292682927,73.6219512195,73.7243902439,73.7756097561,74.3707317073,73.8292682927,74.1219512195,74.1780487805,74.4243902439,74.8243902439,75.3780487805,76.0317073171,76.1243902439,76.4341463415,76.8829268293,76.7341463415,76.787804878,77.3341463415,78.0853658537,77.8902439024,78.6365853659,78.6926829268,78.8463414634,79.1463414634,79.5487804878,79.8512195122,80.0487804878,80.1512195122,80.3512195122,80.7024390244,80.7024390244,80.9048780488,81.156097561,81.4073170732,81.4048780488,81.4568292683,81.6124390244,81.6585365854,81.8585365854,
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.2370156009,67.6290369024,67.6316745641,67.8473202095,68.2416130501,68.3622191952,68.6302280348,68.8613083487,68.8290103744,69.026490583,69.3438950802,69.6340824047,69.9293638728,70.1200929811,70.535672727,70.8855472706,71.1652236506,71.531702416,71.7149531218,72.0589771939,72.1253238308,72.4943231941,72.8401061739,72.976387786,73.2632024827,73.4109148709,73.6736357074,73.9533166867,74.1011848578,74.3615450142,74.5418330712,74.7312073408,75.0096096945,75.1189425863,75.411934256,75.5244215498,75.8967956286,76.2389935104,76.4548435535,76.6371238667,76.9255179154,77.2333743278,77.3957271828,77.5479384867,77.9435249768,78.0629606164,78.3492636299,78.5724686712,78.7207323014,78.9781728357,79.1502402941,79.3815475448,79.4985902768,79.6635334434,79.9137706255,79.8122468684,79.961247731,80.0063346785,80.0775567357,
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.672,43.499,44.311,45.11,45.896,46.665,47.413,48.141,48.858,49.574,50.31,51.087,51.92,52.811,53.76,54.755,55.781,56.813,57.829,58.813,59.758,60.659,61.523,62.356,63.153,63.915,64.638,65.324,65.975,66.593,67.18,67.739,68.273,68.786,69.283,69.77,70.25,70.726,71.197,71.664,72.126,72.58,73.022,73.447,73.851,74.23,74.577,74.893,75.179,75.44,75.682,75.916,76.149,76.388,76.634,76.887,77.142,77.393,77.633,
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.4150047964,51.8677456,52.3094467377,52.715490447,53.1263655949,53.513014661,53.8608020199,54.2133319753,54.5598521306,54.9026644803,55.2580242811,55.6038512287,55.9599073394,56.2841282196,56.5999023646,56.9425916499,57.3156908815,57.6919974966,58.1216894265,58.57478196,59.0902842949,59.5581324038,60.0303301667,60.479538074,60.8625273665,61.2227278623,61.5968422179,61.8925569968,62.0980331338,62.1961450835,62.2233188195,62.25159834,62.1403588547,61.9094149766,61.6119971282,61.4254658322,61.2838561459,60.9797277153,60.6337763183,60.4005696849,60.245266761,60.1087050682,60.0995599935,60.2100767114,60.4870246508,60.9002413713,61.4085892954,62.0490291653,62.7796388308,63.5615663103,64.3088493489,65.020641954,65.7194602207,66.3331387904,66.8911850747,67.4052361231,67.8356294009,68.2287591673,68.5469317038,
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.299,46.197,47.059,47.884,48.67,49.42,50.134,50.812,51.457,52.07,52.649,53.192,53.699,54.171,54.613,55.028,55.421,55.796,56.158,56.512,56.86,57.206,57.546,57.882,58.213,58.54,58.863,59.18,59.493,59.799,60.1,60.393,60.68,60.96,61.235,61.505,61.773,62.039,62.303,62.564,62.82,63.066,63.3,63.522,63.736,63.951,64.176,64.42,64.685,64.969,65.264,65.562,65.849,66.117,66.36,66.577,66.77,66.947,67.114,
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.864,61.38,61.88,62.36,62.824,63.275,63.718,64.16,64.607,65.063,65.532,66.018,66.515,67.02,67.527,68.027,68.513,68.976,69.412,69.818,70.192,70.537,70.858,71.163,71.453,71.732,72,72.257,72.506,72.747,72.982,73.212,73.439,73.661,73.879,74.092,74.3,74.5,74.694,74.881,75.06,75.233,75.401,75.565,75.728,75.892,76.06,76.234,76.414,76.6,76.792,76.989,77.188,77.386,77.583,77.776,77.964,78.149,78.329,
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.012,48.628,49.224,49.792,50.334,50.872,51.432,52.038,52.702,53.42,54.174,54.935,55.671,56.36,56.994,57.575,58.114,58.636,59.158,59.691,60.24,60.804,61.378,61.958,62.542,63.132,63.731,64.338,64.949,65.56,66.165,66.757,67.33,67.88,68.405,68.903,69.378,69.834,70.274,70.7,71.111,71.505,71.882,72.24,72.581,72.908,73.222,73.528,73.826,74.12,74.41,74.697,74.981,75.258,75.529,75.792,76.044,76.286,76.516,
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.105,61.509,61.86,62.16,62.411,62.618,62.784,62.915,63.017,63.097,63.155,63.19,63.202,63.197,63.185,63.183,63.206,63.263,63.362,63.503,63.677,63.87,64.067,64.26,64.451,64.655,64.895,65.186,65.534,65.933,66.366,66.811,67.239,67.628,67.962,68.231,68.431,68.574,68.675,68.744,68.793,68.835,68.88,68.937,69.013,69.112,69.233,69.37,69.515,69.667,69.823,69.984,70.149,70.315,70.481,70.644,70.802,70.952,71.095,
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0692682927,,,,,71.8446341463,,,,,70.4936585366,,,,,69.1292682927,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.935,39.542,40.167,40.817,41.495,42.201,42.931,43.676,44.425,45.173,45.916,46.653,47.383,48.105,48.815,49.512,50.197,50.867,51.518,52.145,52.735,53.276,53.763,54.197,54.581,54.925,55.242,55.548,55.855,56.168,56.492,56.823,57.152,57.473,57.781,58.073,58.344,58.594,58.828,59.049,59.265,59.487,59.722,59.974,60.245,60.534,60.836,61.141,61.442,61.739,62.029,62.316,62.604,62.892,63.181,63.466,63.744,64.01,64.263,
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.6804878049,67.7780487805,67.4268292683,68.3756097561,68.6292682927,69.4292682927,69.8268292683,69.4243902439,70.2195121951,69.7195121951,69.8682926829,69.612195122,70.6658536585,70.6634146341,71.1170731707,70.5609756098,70.656097561,70.4024390244,70.3512195122,70.7512195122,70.0975609756,71.0512195122,71.1024390244,71,70.8,70.5487804878,70.8487804878,70.8975609756,71.3317073171,71.043902439,70.8902439024,70.587804878,71.0902439024,71.5951219512,71.6951219512,71.8926829268,72.2463414634,72.6463414634,72.9975609756,73.043902439,73.7487804878,74.2,74.4975609756,74.5975609756,74.8463414634,74.9951219512,75.143902439,75.243902439,75.543902439,75.6951219512,76.2463414634,76.6951219512,76.7463414634,77,77.6024390244,77.4512195122,77.8512195122,77.7536585366,77.6024390244,
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.1361000184,39.5933349986,40.0427883236,40.4838262805,40.918222327,41.3482431349,41.7785885245,42.2122207299,42.6518290405,43.0964303027,43.5468981023,44.0032437714,44.4621547708,44.9190976126,45.3705476626,45.8119559196,46.2382565028,46.6466523506,47.034782756,47.4012055646,47.7448803058,48.0664375665,48.3663913228,48.6442173799,48.8965286907,49.1187857514,49.3059596196,49.4562090951,49.5720236563,49.6589690914,49.7193538612,49.7558063306,49.7750012501,49.7874283897,49.8033447095,49.8351910675,49.8965871451,49.9989709319,50.154764094,50.375599448,50.6737758062,51.0589412111,51.5235069591,52.055075045,52.6414835965,53.2699023725,53.9274408115,54.6005686432,55.2759842724,55.943187688,56.5934562124,57.2241555049,57.8355553453,58.4260174117,58.987778968,59.5119589254,59.9919371243,60.4274669115,60.8209562954,
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.7196097561,68.9431707317,69.1454390244,69.356,69.5932926829,69.8707560976,70.1867073171,70.5235121951,70.8641463415,71.2026097561,71.5355365854,71.859097561,72.1694634146,72.4647317073,72.737902439,72.9824634146,73.1908292683,73.3613170732,73.4987317073,73.6064390244,73.7002439024,73.7974634146,73.9085853659,74.0366341463,74.1776341463,74.309195122,74.4003902439,74.4309756098,74.394097561,74.2989512195,74.1691707317,74.038804878,73.9463658537,73.9208780488,73.976902439,74.1245609756,74.3614634146,74.6640487805,75.0072926829,75.3754878049,76.6892682927,77.0668292683,77.7604878049,78.0712195122,78.1758536585,78.296097561,78.4163414634,78.4258536585,77.9629268293,78.191,78.419097561,78.6406585366,78.8475853659,79.0343414634,79.2024634146,79.3534878049,79.4949756098,79.6345365854,79.778195122,
"Korea, Dem. People’s Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.297,51.674,52.076,52.61,53.335,54.264,55.356,56.506,57.625,58.681,59.656,60.549,61.379,62.161,62.896,63.579,64.206,64.776,65.294,65.762,66.186,66.571,66.924,67.255,67.569,67.9,68.284,68.719,69.177,69.611,69.896,69.879,69.492,68.742,67.698,66.537,65.495,64.772,64.493,64.684,65.268,66.087,66.925,67.615,68.102,68.389,68.54,68.675,68.884,69.185,69.571,70.012,70.454,70.853,71.198,71.481,71.711,71.91,72.095,
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.272902439,63.6863658537,64.0952195122,64.4965121951,64.8912682927,65.2800487805,65.6634634146,66.0455365854,66.4272926829,66.8127073171,67.0731707317,66.7707317073,68.3243902439,67.5243902439,68.0195121951,68.3097560976,68.8609756098,70.012195122,70.3170731707,71.1682926829,71.2146341463,71.6146341463,72.4146341463,72.2658536585,72.5146341463,72.8146341463,73.2658536585,73.6658536585,73.7146341463,74.2658536585,73.9658536585,74.0146341463,74.312195122,74.512195122,74.9146341463,75.312195122,75.2609756098,75.412195122,75.712195122,75.9634146341,76.3146341463,76.8146341463,77.0658536585,77.2195121951,77.6707317073,78.0707317073,78.4195121951,78.3219512195,78.5243902439,78.7268292683,79.0268292683,80.4707317073,80.3731707317,80.7219512195,81.1219512195,81.1243902439,81.1243902439,81.4243902439,81.3243902439,
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.881,64.105,64.314,64.5,64.659,64.793,64.908,65.015,65.124,65.241,65.368,65.506,65.653,65.806,65.964,66.13,66.302,66.481,66.664,66.847,67.026,67.192,67.343,67.479,67.603,67.723,67.85,67.993,68.157,68.343,68.545,68.753,68.958,69.152,69.335,69.511,69.69,69.88,70.087,70.31,70.546,70.786,71.023,71.249,71.464,71.667,71.862,72.055,72.251,72.45,72.653,72.86,73.068,73.274,73.473,73.662,73.836,73.992,74.131,
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.048,68.433,68.795,69.135,69.455,69.757,70.041,70.309,70.56,70.797,71.022,71.239,71.447,71.648,71.842,72.028,72.203,72.366,72.517,72.656,72.788,72.915,73.041,73.17,73.303,73.442,73.589,73.74,73.895,
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.5054971412,56.959309944,57.389464384,57.7995357533,58.189928068,58.5597597448,58.9051771673,59.2255703133,59.5219991978,59.8010441581,60.0701182926,60.3394552676,60.6152499734,60.9029515396,61.2043448587,61.5192202767,61.8440188069,62.1701727457,62.4916298592,62.8034973154,63.1028670496,63.3896425882,63.6633289347,63.9215464541,64.1617130468,64.377677281,64.5644364227,64.9177581268,64.8536565633,64.964675377,65.0972767482,65.1450640961,65.2276584139,65.3150107137,65.4145808724,65.5963390928,65.686517057,65.8678884078,66.076077183,66.3396425767,66.5571854817,66.7980522543,67.0331209895,67.2501681744,67.4456578884,67.6369306556,67.7861254623,67.9483646424,68.1167891863,68.295623687,68.4852504205,68.6829937312,68.8819826451,69.0773769685,69.2655319303,69.4444587744,69.6137419309,69.774283781,69.9290579663,
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.8155446841,69.2182571468,69.2194337446,69.4227773308,69.8277507717,69.9139992401,70.1586504464,70.4007545798,70.3238469131,70.5213314084,70.8350171285,71.1122473588,71.348807588,71.5099223781,71.8899273586,72.2375612395,72.4730132012,72.814791684,72.9494562979,73.2444618439,73.2754086603,73.5929407172,73.9186881301,74.0273735043,74.3170885131,74.4598594357,74.7096820633,74.9972305765,75.0995037652,75.3502882479,75.4794675599,75.6045548902,75.8060406792,75.8082576171,76.0585469637,76.0751132823,76.4388888895,76.782583042,76.9991764072,77.1164120882,77.3556439343,77.6478913082,77.7872390331,77.9147267381,78.3404853618,78.4333215663,78.7581518438,79.0118206509,79.1543506131,79.477374591,79.6860875073,79.9528823831,80.0866897519,80.2680142511,80.5272112962,80.3949800131,80.5492211498,80.5984414719,80.6598920019,
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.282,56.708,57.093,57.465,57.845,58.242,58.654,59.061,59.452,59.827,60.183,60.518,60.836,61.149,61.469,61.823,62.239,62.728,63.291,63.916,64.576,65.234,65.854,66.407,66.883,67.278,67.604,67.888,68.156,68.424,68.704,69.007,69.332,69.678,70.044,70.426,70.815,71.202,71.58,71.946,72.303,72.658,73.017,73.382,73.751,74.116,74.466,74.793,75.092,75.363,75.611,75.844,76.074,76.307,76.546,76.787,77.024,77.251,77.462,
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.094,61.851,62.61,63.369,64.123,64.866,65.588,66.282,66.942,67.567,68.156,68.713,69.245,69.758,70.254,70.734,71.198,71.644,72.072,72.48,72.869,73.239,73.589,73.922,74.237,74.537,74.821,75.091,75.349,75.593,75.824,76.041,76.241,76.427,76.599,76.759,76.909,77.052,77.19,77.327,77.467,77.612,77.762,77.919,78.083,78.252,78.425,78.601,78.775,78.945,79.108,79.26,79.399,79.527,79.646,79.758,79.868,79.981,80.1,
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.6424390244,66.4158780488,67.0290731707,67.4410731707,67.6504390244,67.6978536585,67.6594634146,67.626902439,67.6712439024,67.8149268293,68.0564146341,68.5041463415,68.4702439024,69.0056097561,69.4997560976,69.613902439,69.6987804878,69.7419512195,69.4804878049,69.1531707317,69.0909756098,69.3682926829,69.5317073171,69.7263414634,69.6587804878,69.7068292683,69.4963414634,69.2268292683,69.3880487805,69.5307317073,69.7412195122,69.7843902439,69.7843902439,69.5634146341,69.5097560976,69.456097561,69.1048780488,69.0048780488,69.8073170732,70.512195122,71.1634146341,71.1609756098,71.0097560976,71.3097560976,71.5942756098,71.878895122,72.1634146341,72.5658536585,72.5658536585,73.3097560976,73.4585365854,74.4097560976,74.412195122,75.0634146341,74.9097560976,74.912195122,75.2097560976,75.3097560976,75.3585365854,
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.0552926829,66.5970243902,67.0214146341,67.339902439,67.5665121951,67.7188536585,67.8125121951,67.8601463415,67.8743414634,67.8671219512,68.1336585366,68.3765853659,68.3085365854,68.2946341463,68.3202439024,67.723902439,67.4875609756,67.3763414634,67.3909756098,67.1143902439,67.033902439,67.263902439,67.806097561,67.6526829268,67.2026829268,67.8568292683,69.3897560976,69.44,69.4643902439,69.1717073171,68.886097561,68.4743902439,66.8731707317,64.9358536585,64.4670731707,64.6907317073,65.8541463415,66.6987804878,67.0297560976,65.982195122,65.4836585366,65.3834146341,65.1287804878,65.047804878,65.4709756098,65.5297560976,66.7275609756,67.5868292683,67.9492682927,68.6846341463,68.8412195122,69.683902439,70.072195122,70.5787804878,70.7436585366,71.1834146341,71.6512195122,72.4319512195,72.6573170732,
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.616,42.941,43.251,43.54,43.803,44.034,44.225,44.38,44.505,44.609,44.696,44.772,44.848,44.945,45.084,45.315,45.692,46.225,46.895,47.661,48.527,49.498,50.487,51.342,51.888,51.685,50.233,47.409,43.361,38.439,33.413,29.248,26.691,26.172,27.738,31.037,35.38,39.838,43.686,46.639,48.649,49.936,50.987,52.178,53.595,55.254,57.083,58.915,60.612,62.129,63.433,64.523,65.438,66.219,66.884,67.45,67.93,68.341,68.7,
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.1202081881,42.7424786004,43.3665355791,43.9914377762,44.6155204867,45.2322245352,45.8352184795,46.4188124874,46.9824001042,47.5289984899,48.0701681757,48.6237782032,49.200675249,49.8048687709,50.4313811502,51.0706081521,51.7077331249,52.3245294025,52.9093432492,53.4563284685,53.9588443319,54.4170499101,54.8412669484,55.2417705554,55.6269286855,56.0089443799,56.4000696691,56.8052358429,57.2309494675,57.6771334058,58.1448009852,58.63004675,59.1231344707,59.6169085359,60.1068644344,60.5898554707,61.0609923822,61.5217647312,61.9697088944,62.4043113204,62.8239827829,63.2289921393,63.623771146,64.0113964843,64.3951878713,64.7831708529,65.1799329141,65.5877135689,66.005249818,66.4278567036,66.8487685318,67.2583178428,67.6463399603,68.0077190249,68.3402062593,68.6419006833,68.916151439,69.171311901,69.4122476461,
