Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.843,46.279,46.696,47.093,47.469,47.823,48.155,48.469,48.768,49.057,49.34,49.625,49.912,50.206,50.507,50.811,51.113,51.409,51.698,51.984,52.277,52.585,52.92,53.286,53.685,54.127,54.622,55.159,55.717,56.271,56.776,57.182,57.462,57.605,57.62,57.528,57.366,57.187,57.045,56.972,57.002,57.158,57.425,57.785,58.225,58.719,59.234,59.741,60.216,60.645,61.03,61.381,61.72,62.064,62.416,62.772,63.124,63.463,63.78,
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.89,35.086,35.266,35.432,35.588,35.74,35.89,36.048,36.222,36.421,36.655,36.932,37.255,37.624,38.041,38.502,39,39.527,40.082,40.667,41.3,42.002,42.783,43.64,44.558,45.52,46.503,47.474,48.399,49.247,49.987,50.593,51.066,51.413,51.64,51.744,51.727,51.616,51.456,51.295,51.203,51.255,51.484,51.901,52.499,53.238,54.052,54.864,55.614,56.279,56.861,57.387,57.905,58.447,59.016,59.598,60.17,60.706,61.185,
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.054,32.336,32.67,33.07,33.543,34.097,34.735,35.445,36.211,37.023,37.868,38.734,39.61,40.485,41.352,42.205,43.047,43.882,44.712,45.533,46.341,47.133,47.903,48.645,49.348,49.998,50.577,51.082,51.518,51.892,52.221,52.528,52.834,53.157,53.508,53.889,54.296,54.715,55.133,55.547,55.956,56.359,56.761,57.159,57.553,57.939,58.313,58.671,59.012,59.334,59.637,59.917,60.178,60.426,60.667,60.91,61.166,61.44,61.735,
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.478,37.752,38.042,38.349,38.671,39.004,39.343,39.679,40.01,40.333,40.649,40.961,41.276,41.597,41.925,42.263,42.612,42.97,43.333,43.697,44.056,44.402,44.733,45.046,45.342,45.627,45.907,46.19,46.481,46.783,47.095,47.411,47.726,48.038,48.348,48.658,48.973,49.301,49.642,49.999,50.368,50.744,51.123,51.501,51.883,52.275,52.691,53.136,53.612,54.113,54.628,55.144,55.645,56.117,56.556,56.959,57.328,57.673,58.003,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.535,36.872,37.208,37.542,37.874,38.205,38.536,38.866,39.195,39.525,39.848,40.156,40.448,40.732,41.021,41.344,41.738,42.218,42.788,43.435,44.127,44.819,45.466,46.039,46.528,46.938,47.293,47.63,47.981,48.36,48.775,49.229,49.708,50.2,50.694,51.184,51.659,52.112,52.538,52.93,53.279,53.581,53.84,54.064,54.263,54.449,54.638,54.842,55.07,55.329,55.622,55.945,56.288,56.642,57.001,57.359,57.713,58.061,58.402,
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.163902439,68.5486341463,68.8922682927,69.1857073171,69.4294390244,69.638,69.8374634146,70.0524634146,70.3025609756,70.5892926829,70.9036341463,71.2265609756,71.535,71.8148536585,72.0646341463,72.2937073171,72.5195609756,72.7616585366,73.0310731707,73.3293658537,73.6471463415,73.9694878049,74.279,74.5658536585,74.8291219512,75.0785121951,75.3297073171,75.5981463415,75.8912439024,76.687804878,76.9390243902,77.1365853659,77.3829268293,77.3902439024,77.6390243902,77.5853658537,77.6853658537,78.1365853659,77.8390243902,77.987804878,77.887804878,78.387804878,78.6414634146,78.8414634146,79.0390243902,79.2390243902,79.4390243902,79.4390243902,79.9390243902,80.187804878,80.387804878,80.7317073171,80.6341463415,81.2853658537,81.3853658537,81.0365853659,81.387804878,81.287804878,81.787804878,
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.231,62.657,63.064,63.451,63.817,64.161,64.484,64.789,65.077,65.352,65.619,65.88,66.139,66.395,66.649,66.895,67.13,67.347,67.545,67.723,67.879,68.012,68.128,68.234,68.341,68.462,68.612,68.798,69.024,69.292,69.598,69.937,70.295,70.659,71.015,71.356,71.673,71.964,72.226,72.455,72.648,72.805,72.929,73.023,73.088,73.123,73.125,73.096,73.038,72.96,72.867,72.768,72.669,72.579,72.503,72.445,72.408,72.388,72.384,
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,63.4146341463,63.9548780488,63.4497560976,63.0748780488,63.1926829268,63.3,63.4665853659,63.8336585366,64.2487804878,64.6541463415,64.5824390244,64.6675609756,65.0682926829,65.0317073171,65.196097561,65.5853658537,65.9009756098,65.6441463415,65.7673170732,65.7980487805,66.1570731707,66.4034146341,66.9634146341,67.607804878,68.1626829268,68.4353658537,68.8068292683,69.2207317073,69.5192682927,69.9826829268,70.2134146341,70.467804878,70.8570731707,71.0624390244,71.2990243902,71.8304878049,71.5384146341,71.2463414634,70.8487804878,,,
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.702,47.219,47.75,48.295,48.856,49.434,50.032,50.646,51.267,51.889,52.501,53.091,53.652,54.181,54.676,55.14,55.577,56,56.418,56.84,57.272,57.719,58.183,58.661,59.154,59.661,60.176,60.694,61.214,61.735,62.261,62.799,63.352,63.921,64.502,65.09,65.678,66.257,66.817,67.351,67.849,68.304,68.717,69.092,69.437,69.762,70.082,70.409,70.75,71.108,71.481,71.861,72.236,72.596,72.935,73.25,73.541,73.81,74.063,
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.97,61.481,61.986,62.482,62.968,63.443,63.907,64.361,64.805,65.239,65.662,66.074,66.473,66.86,67.235,67.599,67.951,68.292,68.624,68.947,69.262,69.567,69.864,70.151,70.431,70.701,70.96,71.209,71.45,71.687,71.925,72.167,72.42,72.685,72.967,73.267,73.589,73.93,74.283,74.646,75.011,75.373,75.726,76.065,76.387,76.687,76.966,77.227,77.474,77.71,77.941,78.173,78.408,78.649,78.895,79.144,79.391,79.631,79.859,
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.26,60.441,60.623,60.805,60.984,61.157,61.317,61.462,61.588,61.697,61.789,61.868,61.938,62.005,62.072,62.14,62.211,62.283,62.355,62.427,62.498,62.565,62.626,62.684,62.741,62.801,62.869,62.95,63.046,63.159,63.287,63.427,63.576,63.73,63.891,64.064,64.255,64.468,64.705,64.964,65.242,65.532,65.828,66.122,66.412,66.694,66.972,67.247,67.521,67.792,68.059,68.321,68.575,68.819,69.049,69.262,69.454,69.624,69.774,
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.4651278483,68.8567282519,68.8476049577,69.0591021289,69.4505704704,69.5557687335,69.8112456016,70.0303056963,69.9736856857,70.1721426724,70.4863059351,70.773343868,71.0604600507,71.2408123675,71.6549750704,71.9982949015,72.2540993141,72.6005017979,72.7463285961,73.056437113,73.0807277598,73.4357179842,73.7635585469,73.8668411478,74.1382739948,74.2648584514,74.5033465167,74.7600374974,74.8790613997,75.1237412816,75.2879686144,75.4619684817,75.7184196298,75.7882557669,76.0624659294,76.1282553491,76.4850098028,76.8106157792,77.0065298082,77.1632855336,77.4493442982,77.7469479481,77.8828674052,78.0151649625,78.4270593158,78.5310685772,78.8415352791,79.0820324658,79.2297173895,79.5198982031,79.7001939388,79.9547175561,80.0734334909,80.260232682,80.5125452444,80.3919868637,80.5408514007,80.5854654535,80.6561046819,
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.9616829268,67.5487560976,68.1059756098,68.6258536585,69.1043658537,69.5428780488,69.9462195122,70.3257804878,70.6905365854,71.0445609756,71.3865121951,71.4585365854,71.456097561,72.1097560976,72.612195122,73.3682926829,72.8195121951,73.3195121951,73.5756097561,73.6731707317,74.6731707317,75.3243902439,75.4292682927,75.2756097561,76.0292682927,76.4341463415,76.6853658537,76.8829268293,77.0829268293,77.0292682927,77.3804878049,77.8829268293,77.6780487805,78.0317073171,78.5292682927,78.6829268293,79.6268292683,80.1268292683,80.1317073171,80.3829268293,80.8780487805,81.4243902439,81.4268292683,81.3780487805,81.8292682927,81.6292682927,82.3756097561,82.3268292683,82.3756097561,82.7756097561,82.9780487805,83.4219512195,83.4804878049,83.8317073171,83.9804878049,84.2780487805,84.2268292683,84.6804878049,84.9341463415,
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.274,46.953,47.625,48.285,48.926,49.548,50.151,50.742,51.33,51.921,52.522,53.14,53.778,54.439,55.124,55.834,56.567,57.317,58.08,58.851,59.632,60.427,61.236,62.05,62.859,63.643,64.382,65.062,65.679,66.229,66.723,67.175,67.605,68.028,68.45,68.871,69.284,69.676,70.041,70.378,70.689,70.976,71.249,71.511,71.77,72.026,72.285,72.544,72.803,73.061,73.317,73.569,73.814,74.051,74.278,74.495,74.701,74.898,75.088,
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.7796576682,40.2214025495,40.6523147289,41.0710306645,41.4781851473,41.8759936592,42.2687774709,42.6605364423,43.0545479889,43.4517467452,43.8530092819,44.2584259198,44.6645668966,45.0677652945,45.4657568476,45.8542184004,46.2290497575,46.5894819258,46.9363303733,47.2714151897,47.5988193063,47.9244261575,48.2502758362,48.5739340131,48.8899710679,49.1832241763,49.4348561623,49.6317672477,49.7710715569,49.8646408982,49.9368486625,50.0176868113,50.1303644192,50.2805385334,50.4592424687,50.6622699574,50.8947214498,51.1640362272,51.4774927481,51.8421922419,52.2640997618,52.7493419288,53.2966471816,53.9003227717,54.5520780291,55.2422847848,55.9616173938,56.6969641868,57.433568517,58.1582233456,58.8589474099,59.5288710155,60.1665646308,60.770333996,61.3343128171,61.8529532355,62.3232892975,62.7486826008,63.1350064012,
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.6086585366,65.0155121951,65.4082439024,65.7878780488,66.1544390244,66.5120487805,66.8627804878,67.2087317073,67.5489268293,67.8813658537,68.2004878049,68.5016341463,68.7787317073,69.0292439024,69.2527073171,70.0019512195,70.4553658537,70.7443902439,70.5387804878,70.4273170732,70.1753658537,70.3443902439,70.4826829268,70.2748780488,70.2185365854,70.886097561,71.4190243902,71.4702439024,71.4882926829,71.8446341463,72.1704878049,72.1853658537,71.2414634146,71.5224390244,71.8034146341,72.0843902439,72.3653658537,72.4951219512,72.3170731707,72.6419512195,72.807804878,74.5129268293,74.7173170732,74.613902439,75.5202439024,75.2446341463,75.8368292683,75.7056097561,75.912195122,76.1682926829,76.4756097561,76.7756097561,76.9243902439,77.1268292683,77.4780487805,77.2756097561,78.0219512195,77.8268292683,78.0707317073,
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.762,42.182,42.591,43,43.414,43.837,44.267,44.7,45.134,45.573,46.027,46.508,47.019,47.559,48.119,48.683,49.232,49.746,50.215,50.635,51.009,51.347,51.668,51.987,52.309,52.637,52.97,53.302,53.628,53.949,54.265,54.58,54.894,55.209,55.523,55.829,56.121,56.393,56.648,56.891,57.131,57.382,57.655,57.959,58.292,58.652,59.028,59.408,59.782,60.148,60.511,60.879,61.26,61.658,62.069,62.485,62.896,63.29,63.66,
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.0031707317,68.936097561,67.8658536585,68.8741463415,69.3809756098,69.0712195122,69.8224390244,69.4070731707,69.2302439024,69.3146341463,69.1646341463,69.0524390244,69.6646341463,69.5180487805,69.2480487805,69.29,69.5731707317,69.8480487805,69.393902439,69.6153658537,69.0617073171,69.1392682927,69.357804878,68.9736585366,69.0258536585,68.972195122,69.1734146341,69.6512195122,70.0234146341,69.4617073171,69.3156097561,69.3770731707,69.1170731707,69.1012195122,69.4697560976,69.7917073171,70.3287804878,70.7024390244,70.557804878,70.6770731707,71.2463414634,72.2487804878,72.3487804878,72.3,72.6487804878,72.6487804878,73.0975609756,73.1512195122,73.7024390244,73.9048780488,74.2073170732,74.8585365854,75.0634146341,75.5658536585,75.7634146341,75.5682926829,76.0634146341,75.8170731707,76.0658536585,
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.6761772656,49.1962060465,49.794693456,50.5322178521,51.3951434258,52.3645945826,53.3747039803,54.368982272,55.329692204,56.1837500235,56.9762018946,57.67604016,58.3212922607,58.934043271,59.529447384,60.052809439,60.5755494386,61.0587228985,61.5107248772,61.9152156527,62.2916901149,62.6683952125,63.0271901435,63.3428847832,63.6322184782,63.9646117338,64.3396551301,64.639056021,64.9253038356,65.1822132888,65.4295268402,65.673057738,65.8533920654,66.0301510629,66.2716251738,66.5453121813,66.8747726349,67.2128109248,67.5206812835,67.7697268124,68.0530503312,68.3425636744,68.6237248851,68.9061484984,69.2093111012,69.4957652632,69.8330714586,70.1641977134,70.4831434116,70.8326662268,71.160970606,71.5104974407,71.827597496,72.1415662846,72.4279645203,72.6963087361,72.9546811959,73.2000725185,73.4048671354,
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.5303442399,48.0402856973,48.6202621486,49.3194387607,50.1197299767,51.004214076,51.9171967304,52.8088061828,53.6655245275,54.4284801194,55.1371440845,55.7689167354,56.3565727311,56.9204628244,57.4735434184,57.9705485655,58.4710497012,58.9410104447,59.3856824381,59.7896768268,60.1670217684,60.5432368013,60.9000791616,61.2172241435,61.507699937,61.8269095448,62.17294762,62.4495219104,62.706440296,62.9341851659,63.1474167478,63.3593487112,63.5121509537,63.6675527563,63.8775400323,64.1169200091,64.4050223905,64.707332584,64.9811620559,65.2178232509,65.490772474,65.7726560149,66.056438286,66.3509287152,66.6702619801,66.9841421436,67.3430941195,67.7006298357,68.0491916406,68.4190957481,68.7676294136,69.1275454996,69.4581623018,69.7818010168,70.0791259367,70.3562541558,70.6186393293,70.8640066169,71.0717263915,
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.7404850979,42.2760608175,42.8048984166,43.3250457716,43.8327013404,44.3184487716,44.7716608707,45.1865608011,45.5634614131,45.9069948927,46.2297038286,46.5490460938,46.8816023367,47.2390090956,47.628974894,48.0564277465,48.5213530732,49.0107891199,49.5072157671,49.9957160055,50.4649121843,50.9474903732,51.3754597033,51.7784272557,52.1588436079,52.5057664625,52.81025224,53.0730809215,53.2895043495,53.4859791079,53.6569178675,53.8219623183,53.9951760307,54.1777456949,54.3761907841,54.5952145324,54.8375645814,55.0984473823,55.3746122377,55.6792004051,56.0146033205,56.3889790717,56.8035714575,57.2601754249,57.7545105193,58.2795794739,58.8272437376,59.3874697981,59.945073832,60.4878323884,61.006703116,61.4996817162,61.9676161334,62.4137316197,62.8365261562,63.2325064835,63.5989751076,63.9364760787,64.2478004723,
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.2509636037,43.9089161812,44.5469361105,45.1622658627,45.7541807812,46.3241254774,46.8754787827,47.4109339776,47.9345939172,48.4456155131,48.9436334186,49.4273913057,49.8956677703,50.3467107843,50.782157615,51.2056891513,51.6217215816,52.0321470606,52.4370612735,52.8341191488,53.2163867269,53.5764854184,53.9103683679,54.1944142582,54.4398079158,54.6370039947,54.7851378344,54.8943443248,54.9595974674,55.0001324248,55.0198821339,55.0093183899,54.9868945661,54.9456637141,54.909354969,54.8844277454,54.8816537421,54.9089951215,54.9588090223,55.0492888063,55.1935386979,55.3992177988,55.6702736189,55.9917897132,56.3709618301,56.7977722239,57.2615637309,57.7488148562,58.2429038426,58.7306470127,59.2083540236,59.6646276631,60.0932703486,60.5042020892,60.8937132686,61.2562791835,61.5879257089,61.8890407821,62.16175014,
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.664,47.276,47.877,48.468,49.051,49.629,50.208,50.789,51.374,51.963,52.553,53.14,53.72,54.288,54.843,55.386,55.92,56.448,56.971,57.488,57.995,58.489,58.966,59.423,59.863,60.287,60.7,61.107,61.512,61.915,62.32,62.727,63.131,63.529,63.919,64.291,64.637,64.954,65.244,65.513,65.772,66.037,66.321,66.631,66.969,67.334,67.717,68.105,68.485,68.853,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509,
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.0366595848,41.515556385,41.9936535304,42.4694773226,42.937932498,43.3846166889,43.7924524718,44.1516001674,44.4603429271,44.7254152668,44.9649428496,45.2049484954,45.4703495353,45.7790553298,46.1418226752,46.5644668047,47.0452390177,47.5645658617,48.0969853904,48.6219324897,49.1260789592,49.6663248479,50.1338129722,50.5901762656,51.0323851159,51.44928398,51.8278919887,52.164147538,52.4540374529,52.7271579217,52.9729285019,53.2261458292,53.49770108,53.7929503551,54.1092511642,54.4504840754,54.8154960613,55.1933650729,55.5830837947,55.9951365223,56.426405659,56.8850733734,57.3710938882,57.8944391265,58.4456514426,59.0193861539,59.6088607919,60.2058603594,60.7959211146,61.3672130583,61.9085746849,62.4219994303,62.9111667328,63.376542503,63.8175928309,64.2316666983,64.6166150426,64.9730336059,65.304091522,
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5292682927,,,,,,,,77.9658536585,,,,,,,,,,,,,,,,,
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.422,42.027,42.637,43.252,43.873,44.5,45.136,45.779,46.428,47.081,47.737,48.398,49.061,49.722,50.374,51.012,51.63,52.222,52.786,53.319,53.814,54.268,54.686,55.074,55.441,55.801,56.169,56.553,56.963,57.4,57.865,58.353,58.851,59.349,59.84,60.32,60.783,61.233,61.669,62.093,62.505,62.907,63.304,63.699,64.095,64.5,64.918,65.35,65.794,66.244,66.693,67.13,67.545,67.931,68.286,68.607,68.897,69.165,69.416,
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.7965121951,69.9782682927,70.1340731707,70.2729268293,70.4012926829,70.5231463415,70.6384390244,70.7451463415,70.8442926829,70.9378780488,71.0314390244,71.1285365854,71.2322439024,71.3455609756,71.4720243902,71.6166097561,71.7827804878,71.969,72.1737317073,72.3934634146,72.6232439024,72.856097561,73.0880731707,73.3136829268,73.5314634146,73.7423658537,73.9514146341,74.1625365854,74.3777073171,74.595902439,74.809097561,75.0052682927,75.1809512195,75.3361219512,75.476804878,75.6175609756,75.8317073171,75.9853658537,76.1804878049,76.0829268293,76.5365853659,77.1341463415,77.6341463415,78.1390243902,78.5390243902,78.943902439,79.2414634146,79.6414634146,80.0951219512,80.1902439024,80.743902439,80.7463414634,80.8463414634,80.9487804878,81.3487804878,81.4536585366,81.6536585366,82.156097561,82.256097561,
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.947,45.512,46.069,46.621,47.172,47.729,48.298,48.888,49.503,50.148,50.855,51.661,52.559,53.513,54.463,55.264,55.744,55.827,55.514,54.882,54.114,53.453,53.126,53.287,53.983,55.196,56.828,58.665,60.516,62.272,63.837,65.153,66.243,67.137,67.84,68.377,68.791,69.139,69.471,69.813,70.176,70.553,70.921,71.265,71.592,71.917,72.257,72.626,73.027,73.457,73.905,74.352,74.776,75.162,75.502,75.796,76.047,76.271,76.479,
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.022,49.222,50.409,51.58,52.73,53.839,54.885,55.85,56.723,57.5,58.201,58.856,59.484,60.086,60.644,61.078,61.291,61.238,60.933,60.435,59.882,59.448,59.275,59.454,60.002,60.877,61.979,63.147,64.246,65.212,66.011,66.653,67.191,67.668,68.089,68.446,68.731,68.936,69.06,69.108,69.082,68.983,68.827,68.636,68.437,68.266,68.157,68.13,68.19,68.34,68.567,68.848,69.148,69.437,69.7,69.929,70.122,70.294,70.454,
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.4231707317,73.5034146341,73.7219512195,73.0429268293,73.5417073171,73.8687804878,73.3004878049,73.7831707317,74.0058536585,73.7763414634,73.933902439,73.5704878049,74.4558536585,74.4509756098,74.5117073171,75.5787804878,76.972195122,76.3736585366,76.6492682927,76.7731707317,76.8465853659,76.5214634146,77.037804878,76.8456097561,77.5765853659,77.6024390244,77.9907317073,77.3390243902,77.0829268293,78.1409756098,78.0363414634,77.9919512195,78.7602439024,78.9346341463,79.2470731707,77.9843902439,78.777804878,78.8853658537,79.6024390244,79.3512195122,79.6536585366,80.6902439024,80.5024390244,80.9634146341,80.9975609756,81.5024390244,81.1585365854,81.4536585366,81.6097560976,81.7512195122,81.8975609756,82.3585365854,82.9170731707,82.0609756098,82.8609756098,82.4682926829,82.2048780488,82.6609756098,82.8609756098,
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,72.0065853659,72.112195122,,,,72.2856097561,71.5097560976,71.0565853659,70.9704878049,71.2134146341,71.7190243902,71.0780487805,71.6934146341,71.6617073171,72.0451219512,72.956097561,72.9585365854,73.2073170732,73.5073170732,73.8756097561,74.2609756098,74.1097560976,74.4585365854,74.8073170732,75.2073170732,74.956097561,75.2585365854,74.4365853659,76.3073170732,76.6073170732,76.7585365854,76.5048780488,77.1536585366,77.4024390244,77.4512195122,78.1048780488,78,78.1487804878,78.6585365854,78.9536585366,79.4073170732,79.4512195122,79.6487804878,80.1463414634,80.1512195122,80.5536585366,80.5048780488,80.9512195122,81.4048780488,81.6024390244,81.656097561,81.7048780488,82.056097561,82.1536585366,82.0512195122,82.4073170732,82.5512195122,82.8024390244,
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.123902439,69.7602439024,69.1497560976,69.2480487805,70.3117073171,70.1717073171,70.926097561,70.9565853659,70.78,70.8119512195,71.5587804878,71.8068292683,72.0753658537,72.0263414634,72.7343902439,72.6473170732,72.9919512195,73.3646341463,73.6931707317,74.0026829268,73.9431707317,74.353902439,74.8146341463,74.6402439024,75.3895121951,75.4707317073,75.7707317073,76.2195121951,76.3707317073,76.8195121951,76.9707317073,77.0195121951,77.4195121951,77.7219512195,77.9219512195,78.1707317073,78.5219512195,78.8243902439,78.9756097561,79.4243902439,79.7780487805,80.1268292683,80.2292682927,79.9829268293,80.7804878049,80.7829268293,81.2829268293,81.4341463415,81.4853658537,81.6365853659,82.0365853659,82.187804878,82.2390243902,82.6902439024,83.0902439024,82.543902439,83.243902439,82.9463414634,83.3463414634,
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.77,65.133,65.465,65.784,66.1,66.42,66.74,67.051,67.349,67.636,67.917,68.2,68.491,68.791,69.099,69.41,69.718,70.015,70.294,70.553,70.793,71.012,71.217,71.416,71.614,71.823,72.056,72.317,72.601,72.903,73.204,73.485,73.727,73.918,74.053,74.133,74.167,74.172,74.164,74.152,74.142,74.139,74.14,74.142,74.146,74.148,74.143,74.129,74.103,74.071,74.038,74.012,74.001,74.01,74.042,74.098,74.175,74.267,74.368,
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.651,53.438,54.22,54.995,55.765,56.526,57.279,58.022,58.752,59.468,60.171,60.864,61.545,62.215,62.869,63.502,64.108,64.683,65.224,65.731,66.207,66.656,67.086,67.5,67.899,68.283,68.649,68.992,69.311,69.604,69.872,70.113,70.331,70.529,70.712,70.885,71.053,71.219,71.386,71.556,71.73,71.907,72.083,72.256,72.427,72.595,72.763,72.931,73.099,73.266,73.428,73.581,73.722,73.851,73.969,74.078,74.184,74.292,74.405,
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.666097561,68.31,68.5948780488,69.6580487805,70.1324390244,70.2019512195,70.9865853659,71.2765853659,71.6112195122,71.8387804878,71.9502439024,72.8829268293,73.5065853659,73.7575609756,74.393902439,75.0573170732,75.4568292683,75.8982926829,76.0382926829,76.3375609756,76.0917073171,76.4143902439,76.9229268293,76.9614634146,77.3653658537,77.6504878049,78.0646341463,78.4836585366,78.3992682927,78.8180487805,78.8368292683,79.1007317073,79.153902439,79.2936585366,79.6870731707,79.5363414634,80.2002439024,80.4241463415,80.5014634146,80.5707317073,81.076097561,81.4170731707,81.5634146341,81.76,82.0302439024,81.9251219512,82.3219512195,82.5070731707,82.5875609756,82.9314634146,82.8426829268,82.5912195122,83.096097561,83.3319512195,83.587804878,83.793902439,83.9848780488,84.0997560976,84.2109756098,
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.3675853659,58.7815853659,59.1995609756,59.6195365854,60.038,60.4519512195,60.8554146341,61.2433902439,61.6128780488,61.9598780488,62.2793902439,62.566902439,62.8259268293,63.0609268293,63.2799268293,63.4918780488,63.7092682927,63.940097561,64.191902439,64.4667317073,66.6243902439,66.706097561,66.787804878,67.662195122,68.5365853659,68.5365853659,68.9134146341,69.2902439024,68.8487804878,68.2902439024,68.3365853659,67.9829268293,67.7317073171,66.7268292683,65.6731707317,64.9195121951,64.1097560976,64.4634146341,64.5609756098,65.5195121951,65.5170731707,65.7682926829,65.9682926829,65.8658536585,65.887804878,65.9097560976,66.1609756098,66.5048780488,67.0219512195,68.4292682927,68.2953658537,68.98,69.61,70.45,71.62,72,72.3,72.95,73.15,
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.76,47.417,48.058,48.674,49.261,49.821,50.364,50.902,51.446,51.998,52.557,53.118,53.674,54.218,54.749,55.273,55.802,56.337,56.872,57.393,57.881,58.316,58.676,58.94,59.093,59.12,59.01,58.773,58.422,57.967,57.406,56.736,55.973,55.151,54.31,53.486,52.709,52.014,51.448,51.059,50.921,51.101,51.606,52.41,53.475,54.732,56.093,57.463,58.76,59.932,60.959,61.851,62.659,63.419,64.135,64.798,65.393,65.909,66.342,
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.1280731707,56.5641219512,57.0026585366,57.443195122,57.8822439024,58.3152682927,58.7382926829,59.1463170732,59.5358536585,59.9038780488,60.244902439,60.5544146341,60.8354146341,61.092902439,61.332902439,61.5648536585,61.7972439024,62.0400731707,62.300902439,62.5857560976,62.9037804878,63.2636341463,63.6588780488,64.0775121951,64.5049268293,64.9189512195,65.2937804878,65.611195122,65.8585853659,67.9073170732,68.2975609756,68.5512195122,68.1024390244,67.1926829268,66.0390243902,65.7902439024,66.543902439,66.8926829268,67.0512195122,68.656097561,68.5585365854,68.7073170732,68.156097561,68.256097561,68.1536585366,67.956097561,67.6951219512,67.8951219512,68.4512195122,69.1024390244,69.3,69.6024390244,70.0024390244,70.2024390244,70.4024390244,70.6512195122,70.9512195122,71.2,71.4,
